2025-04-24 20:04,INSIGHT: In Silico Drug Screening Platform using Interpretable Deep Learning Network,"Shi, X., Ramathal, C., Dezso, Z.",bioRxiv,,"The large-scale multiplexed drug screening platforms like PRISM and GDSC facilitate the screening of drug treatments over 1,000 cancer cell lines. The cancer cell lines are well characterized by multiomics screening in CCLE and DepMap, enabling the application of AI and machine learning techniques to study the association between drug sensitivity and the underlying molecular profiles. The large scale and variety of data modalities enabled us to build an interpretable deep learning framework, INSIGHT, integrating the multiomics data and the drug's molecular structure to predict drug response. We trained our model on the PRISM screen for single treatments and on the DrugComb screen database for combination treatments. Our method enables the in-silico extension of current screens by predicting drug response in cancer cell lines not included in the screen, as well as the drug response to novel single agent or combination therapy by leveraging the drug's molecular structure. Furthermore, the deep learning framework was built to enable biological interpretation. The connections between the hidden layers of the neural network incorporate prior biological knowledge such as signaling pathways. This enables the model, in addition to predicting the drug sensitivity profiles, to prioritize the pathways predictive of drug response and identify pathways related to the mechanism of action (MOA) and potential off target effects of novel drugs. The evaluation of our model using cross-validation on the PRISM and DrugComb dataset showed an improved performance compared to previously developed biologically informed deep learning methods and traditional state of the art machine learning methods like elastic-net and XGBoost. We illustrated with examples the value of incorporating biological knowledge into INSIGHT by relating the pathway activity of the predictive models to the MOA.",https://www.biorxiv.org/content/10.1101/2025.04.21.649855v1?rss=1
2025-04-24 20:04,Benchmarking foundation cell models for post-perturbation RNA-seq prediction.,"Gerold Csendes, Gema Sanz, Kristóf Z Szalay, Bence Szalai",PubMed,,"Accurately predicting cellular responses to perturbations is essential for understanding cell behaviour in both healthy and diseased states. While perturbation data is ideal for building such predictive models, its availability is considerably lower than baseline (non-perturbed) cellular data. To address this limitation, several foundation cell models have been developed using large-scale single-cell gene expression data. These models are fine-tuned after pre-training for specific tasks, such as predicting post-perturbation gene expression profiles, and are considered state-of-the-art for these problems. However, proper benchmarking of these models remains an unsolved challenge. In this study, we benchmarked two recently published foundation models, scGPT and scFoundation, against baseline models. Surprisingly, we found that even the simplest baseline model-taking the mean of training examples-outperformed scGPT and scFoundation. Furthermore, basic machine learning models that incorporate biologically meaningful features outperformed scGPT by a large margin. Additionally, we identified that the current Perturb-Seq benchmark datasets exhibit low perturbation-specific variance, making them suboptimal for evaluating such models. Our results highlight important limitations in current benchmarking approaches and provide insights into more effectively evaluating post-perturbation gene expression prediction models.",https://pubmed.ncbi.nlm.nih.gov/40269681/
2025-04-24 20:04,Deciphering disordered regions controlling mRNA decay in high-throughput.,"Joseph H Lobel, Nicholas T Ingolia",PubMed,,Intrinsically disordered regions within proteins drive specific molecular functions despite lacking a defined structure,https://pubmed.ncbi.nlm.nih.gov/40269159/
2025-04-24 20:04,CDC6 as early biomarker for myocardial infarction with acute cellular senescence and repair mechanisms.,"Yun Wen, Xiaofang Zhang, Jiaxin Wang, Caixia Ma, Liangyan Wu, Lihong Wang",PubMed,,"We aimed to the exploration of genes related to the cell cycle and the mechanisms of cardiac cell repair and senescence post-MI. The sequencing dataset of myocardial infarction in mice (GSE161427) was downloaded from the Gene Expression Omnibus (GEO) database, yielding 894 upregulated differentially expressed genes (DEGsup). Additionally, 494 senescence-related genes (SRGs) were obtained from the CellAge database. The overlapping differentially expressed genes (DEupSGs) between these two sets were identified using the R software. WGCNA using the GSE59867 dataset revealed a highly related module to MI. The intersection of core genes from the purple module and DEupSGs yielded 12 genes. Through machine learning and PPI analysis, two target genes related to MI and cellular senescence were identified: CDC6 and PLK1. ROC curve analysis using the MI animal myocardial sample dataset GSE775 and the patient blood sample dataset GSE60993 indicated that CDC6 expression has high diagnostic value for MI and cellular senescence, with differential expression levels at various times post-infarction.These results show that CDC6 is specifically upregulated in the early stages of MI, and both in vivo and ex vivo model results are consistent with bioinformatics findings. Additionally, overexpression of CDC6 in the early oxygen-glucose deprivation (OGD) model in vitro increased the expression of genes mediating cardiac repair. Interestingly, when ABT263 was used to clear senescent cells, the expression of genes mediating repair in primary cardiac cells decreased, suggesting that acute ischemic hypoxia early on, CDC6-mediated acute cardiac cell senescence may promote early cardiac repair. This finding may provide new insights into the monitoring and assessment of cardiac cell senescence and repair in the early stages of MI.",https://pubmed.ncbi.nlm.nih.gov/40269003/
2025-04-24 20:04,A hybrid variational autoencoder and WGAN with gradient penalty for tertiary protein structure generation.,"Aalaa I Sehsah, Afaf Mousa, Gamal Farouk",PubMed,,"Elucidating the tertiary structure of proteins is important for understanding their functions and interactions. While deep neural networks have advanced the prediction of a protein's native structure from its amino acid sequence, the focus on a single-structure view limits understanding of the dynamic nature of protein molecules. Acquiring a multi-structure view of protein molecules remains a broader challenge in computational structural biology. Alternative representations, such as distance matrices, offer a compact and effective way to explore and generate realistic tertiary protein structures. This paper presents TP-VWGAN, a hybrid model to improve the realism of generating distance matrix representations of tertiary protein structures. The model integrates the probabilistic representation learning of the Variational Autoencoder (VAE) with the realistic data generation strength of the Wasserstein Generative Adversarial Network with Gradient Penalty (WGAN-GP). The main modification of TP-VWGAN is incorporating residual blocks into its VAE architecture to improve its performance. The experimental results show that TP-VWGAN with and without residual blocks outperforms existing methods in generating realistic protein structures, but incorporating residual blocks enhances its ability to capture key structural features. Comparisons also demonstrate that the more accurately a model learns symmetry features in the generated distance matrices, the better it captures key structural features, as demonstrated through benchmarking against existing methods. This work moves us closer to more advanced deep generative models that can explore a broader range of protein structures and be applied to drug design and protein engineering. The code and data are available at https://github.com/aalaa-sehsah/tp-vwgan .",https://pubmed.ncbi.nlm.nih.gov/40268976/
2025-04-24 20:04,Identification of immune-related biomarkers and immune infiltrations of intracranial aneurysm with subarachnoid hemorrhage by machine-learning strategies. ,"Jin X, Zhao X.",MED,,"Background: Subarachnoid hemorrhage (SAH) risk increases with intracranial aneurysms (IA), but their relationship remains unclear. Methods: We explored SAH-IA links using machine learning and bioinformatics, identifying 66 IA-related SAH genes. KEGG analysis highlighted pathways like NF-κB, TNF, and COVID-19. Results: Two immune-related genes (ZNF281, LRRN3) were identified, and a ceRNA network was constructed. Ten potential SAH-IA drugs were screened via CMAP. Conclusion: ZNF281 and LRRN3 may regulate immune pathways (T cells, NK cells, macrophages), influencing IA-related SAH development, and could serve as therapeutic targets.",https://pubmed.ncbi.nlm.nih.gov/40267124/
2025-04-24 20:04,The Signed Two-Space Proximity Model for Learning Representations in Protein-Protein Interaction Networks. ,"Nakis N, Kosma C, Brativnyk A, Chatzianastasis M, Evdaimon I, Vazirgiannis M.",MED,,"Accurately predicting complex protein-protein interactions (PPIs) is crucial for decoding biological processes, from cellular functioning to disease mechanisms. However, experimental methods for determining PPIs are computationally expensive. Thus, attention has been recently drawn to machine learning approaches. Furthermore, insufficient effort has been made toward analyzing signed PPI networks, which capture both activating (positive) and inhibitory (negative) interactions. To accurately represent biological relationships, we present the Signed Two-Space Proximity Model (S2-SPM) for signed PPI networks, which explicitly incorporates both types of interactions, reflecting the complex regulatory mechanisms within biological systems. This is achieved by leveraging two independent latent spaces to differentiate between positive and negative interactions while representing protein similarity through proximity in these spaces. Our approach also enables the identification of archetypes representing extreme protein profiles. S2-SPM's superior performance in predicting the presence and sign of interactions in SPPI networks is demonstrated in link prediction tasks against relevant baseline methods. Additionally, the biological prevalence of the identified archetypes is confirmed by an enrichment analysis of Gene Ontology (GO) terms, which reveals that distinct biological tasks are associated with archetypal groups formed by both interactions. This study is also validated regarding statistical significance and sensitivity analysis, providing insights into the functional roles of different interaction types. Finally, the robustness and consistency of the extracted archetype structures are confirmed using the Bayesian Normalized Mutual Information (BNMI) metric, proving the model's reliability in capturing meaningful SPPI patterns. S2-SPM is implemented and freely available under MIT license at https://github.com/Nicknakis/S2SPM. Available at https://github.com/Nicknakis/S2SPM/blob/main/suppl.pdf.",https://pubmed.ncbi.nlm.nih.gov/40266854/
2025-04-24 20:04,Longitudinal prediction of DNA methylation to forecast epigenetic outcomes. ,"Leroy A, Teh AL, Dondelinger F, Alvarez MA, Wang D.",MED,,"Epigenetic changes in early life play an important role in the development of health conditions in children. Longitudinally measuring and forecasting changes in DNA methylation can reveal patterns of ageing and disease progression, but biosamples may not always be available. We introduce a probabilistic machine learning framework based on multi-mean Gaussian processes, accounting for individual and gene correlations across time to forecast the methylation status of an individual into the future. Predicted methylation values were used to compute future epigenetic age and compared to chronological age. We show that this method can simultaneously predict methylation status at multiple genomic sites in children (age 5-7) using methylation data from earlier ages (0-4). Less than 10% difference between observed and predicted methylation values is found in approximately 95% of methylation sites. We show that predicted methylation profiles can be used to estimate other molecular phenotypes, such as epigenetic age, at any timepoint and enable association tests with health outcomes measured at the same timepoint. Limited longitudinal profiling of DNA methylation coupled with machine learning enables forecasting of epigenetic ageing and future health outcomes. Wellcome Trust, Singapore National Research Foundation (NRF), Singapore National Medical Research Council (NMRC), Agency for Science, Technology and Research (A∗STAR), UK Academy of Medical Sciences and the UK Engineering and Physical Sciences Research Council (EPSRC).",https://pubmed.ncbi.nlm.nih.gov/40267756/
2025-04-24 20:04,Multi-omics analysis constructs a novel neuroendocrine prostate cancer classifier and classification system.,"Shen J, Lu L, Chen Z, Guo W, Wang S, Liu Z, Gong X, Qi Y, Jin R, Zhang C.",MED,,"Neuroendocrine prostate cancer (NEPC), a subtype of prostate cancer (PCa) with poor prognosis and high heterogeneity, currently lacks accurate markers. This study aims to identify a robust NEPC classifier and provide new perspectives for resolving intra- tumoral heterogeneity. Multi-omics analysis included 19 bulk transcriptomics, 14 single-cell transcriptomics, 1 spatial transcriptomics, 16 published NE signatures and 10 cellular experiments combined with multiple machine learning algorithms to construct a novel NEPC classifier and classification. A comprehensive single-cell atlas of prostate cancer was created from 70 samples, comprising 196,309 cells, among which 9% were identified as NE cells. Within this framework and in combination with bulk transcriptomics, a total of 100 high-quality NE-specific feature genes were identified and differentiated into NEPup sig and NEPdown sig. The random forest (RF) algorithm proved to be the most effective classifier for NEPC, leading to the establishment of the NEP100 model, which demonstrated robust validation across various datasets. In clinical settings, the use of the NEP100 model can greatly improve the diagnostic and prognostic prediction of NEPC. Hierarchical clustering based on NEP100 revealed four distinct NEPC subtypes, designated VR_O, Prol_N, Prol_P, and EMT_Y, each of which presented unique biological characteristics. This allows us to select different targeted therapeutic strategies for different subtypes of phenotypic pathways. Notably, NEP100 expression correlated positively with neuroendocrine differentiation and disease progression, while the VR-NE phenotype dominated by VR_O cells indicated a propensity for treatment resistance. Furthermore, AMIGO2, a component of the NEP100 signature, was associated with chemotherapy resistance and a poor prognosis, indicating that it is a pivotal target for future therapeutic strategies. This study used multi-omics analysis combined with machine learning to construct a novel NEPC classifier and classification system. NEP100 provides a clinically actionable framework for NEPC diagnosis and subtyping.",https://pubmed.ncbi.nlm.nih.gov/40263498/
2025-04-24 20:04,Custom CRISPR-Cas9 PAM variants via scalable engineering and machine learning.,"Silverstein RA, Kim N, Kroell AS, Walton RT, Delano J, Butcher RM, Pacesa M, Smith BK, Christie KA, Ha LL, Meis RJ, Clark AB, Spinner AD, Lazzarotto CR, Li Y, Matsubara A, Urbina EO, Dahl GA, Correia BE, Marks DS, Tsai SQ, Pinello L, De Ravin SS, Liu Q, Kleinstiver BP.",MED,,"Engineering and characterizing proteins can be time-consuming and cumbersome, motivating the development of generalist CRISPR-Cas enzymes<sup>1-4</sup> to enable diverse genome editing applications. However, such enzymes have caveats such as an increased risk of off-target editing<sup>3,5,6</sup>. To enable scalable reprogramming of Cas9 enzymes, here we combined high-throughput protein engineering with machine learning (ML) to derive bespoke editors more uniquely suited to specific targets. Via structure/function-informed saturation mutagenesis and bacterial selections, we obtained nearly 1,000 engineered SpCas9 enzymes and characterized their protospacer-adjacent motif<sup>7</sup> (PAM) requirements to train a neural network that relates amino acid sequence to PAM specificity. By utilizing the resulting PAM ML algorithm (PAMmla) to predict the PAMs of 64 million SpCas9 enzymes, we identified efficacious and specific enzymes that outperform evolution-based and engineered SpCas9 enzymes as nucleases and base editors in human cells while reducing off-targets. An in silico directed evolution method enables user-directed Cas9 enzyme design, including for allele-selective targeting of the RHO P23H allele in human cells and mice. Together, PAMmla integrates ML and protein engineering to curate a catalog of SpCas9 enzymes with distinct PAM requirements, and motivates the use of efficient and safe bespoke Cas9 enzymes instead of generalist enzymes for various applications.",https://pubmed.ncbi.nlm.nih.gov/40262634/
2025-04-24 20:04,Statistical signature of subtle behavioral changes in large-scale assays.,"Blanc A, Laurent F, Barbier-Chebbah A, Van Assel H, Cocanougher BT, Jones BMW, Hague P, Zlatic M, Chikhi R, Vestergaard CL, Jovanic T, Masson JB, Barré C.",MED,,"The central nervous system can generate various behaviors, including motor responses, which we can observe through video recordings. Recent advances in gene manipulation, automated behavioral acquisition at scale, and machine learning enable us to causally link behaviors to their underlying neural mechanisms. Moreover, in some animals, such as the Drosophila melanogaster larva, this mapping is possible at the unprecedented scale of single neurons, allowing us to identify the neural microcircuits generating particular behaviors. These high-throughput screening efforts, linking the activation or suppression of specific neurons to behavioral patterns in millions of animals, provide a rich dataset to explore the diversity of nervous system responses to the same stimuli. However, important challenges remain in identifying subtle behaviors, including immediate and delayed responses to neural activation or suppression, and understanding these behaviors on a large scale. We here introduce several statistically robust methods for analyzing behavioral data in response to these challenges: 1) A generative physical model that regularizes the inference of larval shapes across the entire dataset. 2) An unsupervised kernel-based method for statistical testing in learned behavioral spaces aimed at detecting subtle deviations in behavior. 3) A generative model for larval behavioral sequences, providing a benchmark for identifying higher-order behavioral changes. 4) A comprehensive analysis technique using suffix trees to categorize genetic lines into clusters based on common action sequences. We showcase these methodologies through a behavioral screen focused on responses to an air puff, analyzing data from 280 716 larvae across 569 genetic lines.",https://pubmed.ncbi.nlm.nih.gov/40258220/
2025-04-24 20:04,Multivariate time-series clustering analysis of the Global Dietary Database to uncover patterns in dietary trends (1990-2018).,"Matousek A, Leung TH, Pang H.",MED,,"<h4>Objective</h4>Understanding country-level nutrition intake is crucial to global nutritional policies that aim to reduce disparities and relevant disease burdens. Still, there are limited numbers of studies using clustering techniques to analyse the recent Global Dietary Database. This study aims to extend an existing multivariate time-series clustering algorithm to allow for greater customisability and to provide the first cluster analysis of the Global Dietary Database to explore temporal trends in country-level nutrition profiles (1990-2018).<h4>Design</h4>Trends in sugar-sweetened beverage intake and nutritional deficiency were explored using the newly developed program 'MTSclust'. Time-series clustering algorithms are different from simple clustering approaches in their ability to appreciate temporal elements.<h4>Setting</h4>Nutritional and demographical data from 176 countries were analysed from the Global Dietary Database.<h4>Participants</h4>Population representative samples of the 176 in the Global Dietary Database.<h4>Results</h4>In a 3-class test specific to the domain, the MTSclust program achieved a mean accuracy of 71.5% (Adjusted Rand Index [ARI]=0.381) while the mean accuracy of a popular algorithm, DTWclust, was 58% (ARI=0.224). The clustering of nutritional deficiency and sugar-sweetened beverage intake identified several common trends among countries and found that these did not change by demographics. Multivariate time-series clustering demonstrated a global convergence towards a Western diet.<h4>Conclusion</h4>While global nutrition trends are associated with geography, demographic variables such as sex and age, are less influential to the trends of certain nutrition intake. The literature could be further supplemented by applying outcome-guided methods to explore how these trends link to disease burdens.",https://pubmed.ncbi.nlm.nih.gov/40257123/
